game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops Zombies,,Kino Der Toten,68ko6qn2=21dwn4le; r8rq1rle=4qymvdq7,PC,10h 26m 48.000s,https://www.youtube.com/watch?v=i1pdWWmcsIo,,co-op,2025-12-21,3,joenis00,Salisky,aZa_ZombieSlayer,,http://www.speedrun.com/bozombies/run/zn5xvo9z,verified
Call of Duty: Black Ops Zombies,,Nacht Der Untoten,68ko6qn2=5q8o3g1d; 7893j98w=z19wvyq4,PC,1h 59m 31.000s,https://www.twitch.tv/videos/843413478,,co-op,2020-12-30,4,Jordi Pi,Z Legend115,aZa_ZombieSlayer,mangoiscrackedaf,http://www.speedrun.com/bozombies/run/y66rrq0y,verified
Call of Duty: Black Ops Zombies,,Shi No Numa,68ko6qn2=klrmdjqp; ylpgmdlg=21g36mqz,PC,2h 39m 48.000s,https://www.twitch.tv/videos/834610437,,co-op,2020-12-11,2,aZa_ZombieSlayer,mangoiscrackedaf,,,http://www.speedrun.com/bozombies/run/ylor23ny,rejected
Call of Duty: Black Ops Zombies,,Call of the Dead,68ko6qn2=21dwn4le; rn1zvdlj=5lmpmylv,PC,6h 54m 52.000s,https://www.twitch.tv/videos/774451245,,co-op,2020-11-01,3,aZa_ZombieSlayer,mangoiscrackedaf,noahc1374,,http://www.speedrun.com/bozombies/run/y8r435wm,verified
Call of Duty: Black Ops Zombies,,Nacht Der Untoten,68ko6qn2=21dwn4le; 7893j98w=z19wvyq4,PC,1h 22m 59.000s,https://www.twitch.tv/videos/795826000,,co-op,2020-10-30,3,Hydrogen_tp,aZa_ZombieSlayer,vex_,,http://www.speedrun.com/bozombies/run/zp3llgxm,verified
Call of Duty: Black Ops Zombies,,Kino Der Toten,68ko6qn2=5q8o3g1d; r8rq1rle=5q83x61d,PC,6h 12m 40.000s,https://www.twitch.tv/videos/724854520,,co-op,2020-09-13,4,Juniordriver,Zes TJ,aZa_ZombieSlayer,mangoiscrackedaf,http://www.speedrun.com/bozombies/run/ywdxx4pz,verified
Call of Duty: Black Ops Zombies,,Shi No Numa,68ko6qn2=5q8o3g1d; ylpgmdlg=gq76oylp,PC,1h 16m 4.000s,https://www.twitch.tv/videos/746129318,,co-op,2020-09-04,4,Hydrogen_tp,aZa_ZombieSlayer,mangoiscrackedaf,vex_,http://www.speedrun.com/bozombies/run/z500975y,verified
Call of Duty: Black Ops Zombies,,Shi No Numa,68ko6qn2=5q8o3g1d; ylpgmdlg=gq76oylp,PC,1h 23m 3.000s,https://www.twitch.tv/videos/724932923,,co-op,2020-09-04,4,Envhy,aZa_ZombieSlayer,dommm,mangoiscrackedaf,http://www.speedrun.com/bozombies/run/znoodr7y,verified
Call of Duty: Black Ops Zombies,,Call of the Dead,68ko6qn2=5q8o3g1d; rn1zvdlj=jq6pen1m,PC,1h 44m 8.000s,https://www.twitch.tv/videos/722808648,,co-op,2020-09-01,4,Domm_,Juniordriver,Zes TJ,aZa_ZombieSlayer,http://www.speedrun.com/bozombies/run/mr9pjp8m,verified
Call of Duty: Black Ops Zombies,,Verrückt,68ko6qn2=5q8o3g1d; onv92m8m=gq76oplp,PC,1h 33m 53.000s,https://www.twitch.tv/videos/723827033,,co-op,2020-08-31,4,Juniordriver,Zes TJ,aZa_ZombieSlayer,dommm,http://www.speedrun.com/bozombies/run/yj16dqdy,verified
Call of Duty: Black Ops Zombies,,Nacht Der Untoten,68ko6qn2=21dwn4le; 7893j98w=z19wvyq4,PC,1h 24m 3.000s,https://www.twitch.tv/videos/725701997,,co-op,2020-08-30,3,Zes TJ,aZa_ZombieSlayer,mangoiscrackedaf,,http://www.speedrun.com/bozombies/run/mk788vxy,verified
Call of Duty: Black Ops Zombies,,Call of the Dead,68ko6qn2=21dwn4le; rn1zvdlj=jq6pen1m,PC,1h 15m 51.000s,https://www.twitch.tv/videos/692021789,,co-op,2020-08-01,3,Domm_,aZa_ZombieSlayer,mangoiscrackedaf,,http://www.speedrun.com/bozombies/run/zplenvvm,verified
Call of Duty: Black Ops Zombies,,Nacht Der Untoten,68ko6qn2=21dwn4le; 7893j98w=z19wvyq4,PC,1h 33m 25.000s,https://www.twitch.tv/videos/687708061,,co-op,2020-07-30,3,Juniordriver,aZa_ZombieSlayer,mangoiscrackedaf,,http://www.speedrun.com/bozombies/run/y2vddg5z,verified
Call of Duty: Black Ops Zombies,,Ascension,68ko6qn2=21dwn4le; j84594n9=4qy9w3l7,PC,56m 28.000s,https://www.twitch.tv/videos/704260611,,co-op,2020-07-27,3,Hydrogen_tp,aZa_ZombieSlayer,vex_,,http://www.speedrun.com/bozombies/run/zq45889m,verified
Call of Duty: Black Ops Zombies,,Ascension,68ko6qn2=21dwn4le; j84594n9=mln9o6qp,PC,3h 30m 3.000s,https://www.twitch.tv/videos/704260611,,co-op,2020-07-27,3,Hydrogen_tp,aZa_ZombieSlayer,vex_,,http://www.speedrun.com/bozombies/run/zgv9l0nz,verified
Call of Duty: Black Ops Zombies,,Ascension,68ko6qn2=21dwn4le; j84594n9=810pdjlv,PC,10h 21m 55.000s,https://www.twitch.tv/videos/704274800,,co-op,2020-07-27,3,Hydrogen_tp,aZa_ZombieSlayer,vex_,,http://www.speedrun.com/bozombies/run/zpl5678m,verified
Call of Duty: Black Ops Zombies,,Kino Der Toten,68ko6qn2=21dwn4le; r8rq1rle=5q83x61d,PC,4h 15m 27.000s,https://www.twitch.tv/videos/687066702,,co-op,2020-07-13,3,Drink_,aZa_ZombieSlayer,mangoiscrackedaf,,http://www.speedrun.com/bozombies/run/m3gjjdwz,verified
Call of Duty: Black Ops Zombies,,Call of the Dead,68ko6qn2=klrmdjqp; rn1zvdlj=5lmpmylv,PlayStation 3,2h 58m 34.000s,https://www.twitch.tv/videos/164920163,,co-op,2018-01-01,2,aZa_ZombieSlayer,xFeaaRz__,,,http://www.speedrun.com/bozombies/run/y4e49pqm,verified
