game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: Black Ops II Zombies,,Buried,789x5q8w=rqv7wwq6; wl3drko8=le2669kl; 5ly102l4=9qj930l4,PC,2h 58m 38.000s,https://www.youtube.com/watch?v=M1YsS4dSe-0,,co-op,2024-08-03,4,Vexxo,ElDudee,Palmer,FnLizardKing,http://www.speedrun.com/bo2zombies/run/yj7eg63y,verified
Call of Duty: Black Ops II Zombies,,Die Rise,789x5q8w=zqo0w2qy; wl3drko8=le2669kl; 68kozzn2=p12p7vqx,PC,1h 53m 3.820s,https://www.youtube.com/watch?v=5AR37wibq1c,,co-op,2024-05-26,3,Mystic_TTV,Palmer,Skrine,,http://www.speedrun.com/bo2zombies/run/z17nrv7z,verified
Call of Duty: Black Ops Zombies,,Five,68ko6qn2=klrmdjqp; 38dwzen0=gq7ovrlp,PC,1h 44m 29.000s,https://www.youtube.com/live/aklAeTnxWUo?si=7GJBPNCc19UN_1SW&t=7780,,co-op,2026-02-15,2,Mystic_TTV,Palmer,,,http://www.speedrun.com/bozombies/run/medvedqy,verified
Call of Duty: Black Ops Zombies,,Call of the Dead,68ko6qn2=21dwn4le; rn1zvdlj=jq6pen1m,PC,59m 35.000s,https://www.youtube.com/watch?v=LpupdsObRVM,,co-op,2026-02-01,3,Mystic_TTV,Palmer,FnLizardKing,,http://www.speedrun.com/bozombies/run/y684or1z,verified
Call of Duty: Black Ops Zombies,,Kino Der Toten,68ko6qn2=5q8o3g1d; r8rq1rle=21dnjgle,PC,1h 6m 36.000s,https://www.youtube.com/live/GMiWhJ_gsBE?si=P-bbsQ68dkZOhLjB&t=13019,,co-op,2026-01-03,4,Mystic_TTV,Palmer,FnLizardKing,xStevxn,http://www.speedrun.com/bozombies/run/ydol52vz,verified
Call of Duty: Black Ops Zombies,,Call of the Dead,68ko6qn2=5q8o3g1d; rn1zvdlj=jq6pen1m,PC,1h 21m 39.000s,https://www.youtube.com/live/7m3J4D6eSQ8?si=ugxMrfFuQ-KyJQEJ&t=17782,,co-op,2025-12-28,4,Mystic_TTV,Palmer,FnLizardKing,xStevxn,http://www.speedrun.com/bozombies/run/yv5xq86m,verified
Call of Duty: Black Ops Zombies,,Call of the Dead,68ko6qn2=klrmdjqp; rn1zvdlj=5lmpmylv,PC,1h 50m 13.000s,https://www.youtube.com/watch?v=Y8m_nkHi2Vk,,co-op,2025-09-03,2,Mystic_TTV,Palmer,,,http://www.speedrun.com/bozombies/run/zg9oek0m,verified
Call of Duty: Black Ops Zombies,,Ascension,68ko6qn2=21dwn4le; j84594n9=810pdjlv,PC,9h 11m 45.000s,https://www.youtube.com/watch?v=LS23YVrYd-8,,co-op,2025-05-23,3,Mystic_TTV,Palmer,FnLizardKing,,http://www.speedrun.com/bozombies/run/z0kqjr8m,verified
Call of Duty: Black Ops Zombies,,Ascension,68ko6qn2=klrmdjqp; j84594n9=810pdjlv,PC,3h 47m 24.000s,https://www.youtube.com/watch?v=BP695CC4Rrk,,co-op,2025-02-17,2,Mystic_TTV,Palmer,,,http://www.speedrun.com/bozombies/run/y2rwgxwm,verified
Call of Duty: Black Ops Zombies,,Verrückt,68ko6qn2=21dwn4le; onv92m8m=gq76oplp,PC,57m 54.000s,https://www.youtube.com/watch?v=maT09NhJD4s,,co-op,2024-09-30,3,Mystic_TTV,ElDudee,Palmer,,http://www.speedrun.com/bozombies/run/zx5x3vkm,verified
Call of Duty: Black Ops Zombies,,Der Riese,68ko6qn2=5q8o3g1d; p85d45lg=xqk3g919,PC,3h 36m 11.000s,https://www.youtube.com/watch?v=4R7XDgCWa0Q,,co-op,2024-06-17,4,Mystic_TTV,Palmer,theone53,FnLizardKing,http://www.speedrun.com/bozombies/run/m32jqn6y,verified
Call of Duty: Black Ops Zombies,,Moon,68ko6qn2=klrmdjqp; 38dpvx80=4lx96jl2,PC,36m 56.000s,https://www.youtube.com/watch?v=UABvS2-VYQM,,co-op,2024-06-17,2,Mystic_TTV,Palmer,,,http://www.speedrun.com/bozombies/run/y8np05xy,verified
Call of Duty: Black Ops Zombies,,Moon,68ko6qn2=5q8o3g1d; 38dpvx80=4lx96jl2,PC,1h 1m 33.000s,https://www.youtube.com/watch?v=dFUEv-EiTqQ,,co-op,2024-06-15,4,Mystic_TTV,Palmer,SirModsAlot,FnLizardKing,http://www.speedrun.com/bozombies/run/zp5xg7vy,verified
Call of Duty: Black Ops Zombies,,Moon,68ko6qn2=21dwn4le; 38dpvx80=4lx96jl2,PC,50m 23.000s,https://www.youtube.com/live/RM7_o_s_BZw?si=kPeUv6Y1uHSwFCst&t=24463,,co-op,2024-06-11,3,Mystic_TTV,Palmer,FnLizardKing,,http://www.speedrun.com/bozombies/run/mepger2y,verified
Call of Duty: Black Ops Zombies,,Shi No Numa,68ko6qn2=21dwn4le; ylpgmdlg=21g36mqz,PC,4h 4m 7.000s,https://www.youtube.com/watch?v=PcTr-nDrkLQ,,co-op,2024-06-02,3,Mystic_TTV,Palmer,FnLizardKing,,http://www.speedrun.com/bozombies/run/yo5xn31z,verified
Call of Duty: Black Ops Zombies,,Ascension,68ko6qn2=klrmdjqp; j84594n9=mln9o6qp,PC,1h 24m 12.000s,https://www.youtube.com/watch?v=vkKQ7ZOYHOA,,co-op,2024-03-04,2,Mystic_TTV,Palmer,,,http://www.speedrun.com/bozombies/run/y68e2l0z,verified
Call of Duty: Black Ops Zombies,,Call of the Dead,68ko6qn2=21dwn4le; rn1zvdlj=jq6pen1m,PC,1h 0m 6.000s,https://www.youtube.com/live/4gg74DdkPA8?si=XsP8diAFZe8Sxpro&t=6297,,co-op,2024-03-01,3,Mystic_TTV,Palmer,theone53,,http://www.speedrun.com/bozombies/run/z56gvxgy,verified
Call of Duty: Black Ops Zombies,,Ascension,68ko6qn2=5q8o3g1d; j84594n9=mln9o6qp,PC,4h 8m 57.000s,https://www.youtube.com/watch?v=vjOndfWHiTQ,,co-op,2024-02-29,4,Mystic_TTV,Palmer,theone53,SirModsAlot,http://www.speedrun.com/bozombies/run/z0kqj1jm,verified
Call of Duty: Black Ops Zombies,,Ascension,68ko6qn2=21dwn4le; j84594n9=mln9o6qp,PC,2h 48m 23.000s,https://www.youtube.com/watch?v=lY_pnkAnElE,,co-op,2024-01-27,3,Mystic_TTV,Palmer,SirModsAlot,,http://www.speedrun.com/bozombies/run/y2rwg1jm,verified
Call of Duty: Black Ops Zombies,,Five,68ko6qn2=5q8o3g1d; 38dwzen0=klrde0qp,PC,1h 3m 3.000s,https://www.youtube.com/watch?v=_Osap-usmjg,,co-op,2024-01-07,4,Mystic_TTV,Palmer,theone53,DoggoTheLegend,http://www.speedrun.com/bozombies/run/yv5x6l8m,verified
Call of Duty: Black Ops Zombies,,Kino Der Toten,68ko6qn2=5q8o3g1d; r8rq1rle=5q83x61d,PC,4h 57m 29.000s,https://www.twitch.tv/videos/1897331884,,co-op,2023-11-15,4,Mystic_TTV,Palmer,SirModsAlot,FnLizardKing,http://www.speedrun.com/bozombies/run/mepgl82y,verified
Call of Duty: Black Ops Zombies,,Ascension,68ko6qn2=5q8o3g1d; j84594n9=4qy9w3l7,PC,1h 5m 0.000s,https://www.youtube.com/watch?v=fsJ2T0uxMoU,,co-op,2023-10-17,4,Mystic_TTV,Palmer,Luisete2105,SirModsAlot,http://www.speedrun.com/bozombies/run/y2rw0p6m,verified
